experiment,id,split,utterance,gold,predicted,correct,confidence,jev_confidence,top1,p1,top2,p2,top3,p3,n_nonzero_options,latency_ms,cost_usd,described_predicted,described_correct,described_confidence
E2-oos,test-3104,test,i think this transaction is bogus,report_fraud,report_fraud,1,0.99,0.99,report_fraud,0.99,transactions,0.01,,,2,120,0.000105756,,,
E2-oos,test-3105,test,i don't remember buying this,report_fraud,report_fraud,1,0.9,0.89,report_fraud,0.9,transactions,0.08,spending_history,0.01,4,83,0.000105756,,,
E2-oos,test-3106,test,i have a bs transaction from ebay on my account,report_fraud,report_fraud,1,0.8,0.79,report_fraud,0.8,transactions,0.2,,,2,103,0.00010592400000000001,,,
E2-oos,test-3107,test,i've got a fraudulent purchase from kayak on my account,report_fraud,report_fraud,1,1.0,1.0,report_fraud,1.0,,,,,1,151,0.00010596600000000001,,,
E2-oos,test-3108,test,do i have a fraudulent transaction on my account,report_fraud,report_fraud,1,0.87,0.86,report_fraud,0.87,transactions,0.13,,,2,91,0.000105882,,,
E2-oos,test-3109,test,i'm pretty sure i have a fraudulent transaction on my account,report_fraud,report_fraud,1,1.0,1.0,report_fraud,1.0,,,,,1,89,0.000106008,,,
E2-oos,test-3110,test,there's a false charge on my account from mcdonald's,report_fraud,report_fraud,1,1.0,1.0,report_fraud,1.0,,,,,1,112,0.00010609200000000001,,,
E2-oos,test-3111,test,i think there's a fraudulent charge from mcdonald's on my account,report_fraud,report_fraud,1,1.0,1.0,report_fraud,1.0,,,,,1,127,0.00010617600000000001,,,
E2-oos,test-3112,test,i think someone jacked my bank account,report_fraud,report_fraud,1,1.0,1.0,report_fraud,1.0,,,,,1,229,0.00010584,,,
E2-oos,test-3113,test,i saw suspicious activity on my bank account,report_fraud,report_fraud,1,1.0,1.0,report_fraud,1.0,,,,,1,137,0.00010584,,,
E2-oos,test-3114,test,someone else used my account to buy stuff from mcdonald's,report_fraud,report_fraud,1,1.0,1.0,report_fraud,1.0,,,,,1,175,0.00010609200000000001,,,
E2-oos,test-3115,test,there's a messed up transaction on my account from mcdonald's,report_fraud,report_fraud,1,0.75,0.75,report_fraud,0.75,transactions,0.25,,,2,92,0.000106134,,,
E2-oos,test-3116,test,i saw a fraudulent transaction,report_fraud,report_fraud,1,1.0,1.0,report_fraud,1.0,,,,,1,242,0.00010571400000000001,,,
E2-oos,test-3117,test,i have a false charge on my account from mcdonald's,report_fraud,report_fraud,1,1.0,1.0,report_fraud,1.0,,,,,1,129,0.00010609200000000001,,,
E2-oos,test-3118,test,who do i contact to report fraud on my visa,report_fraud,report_fraud,1,0.99,0.99,report_fraud,0.99,international_visa,0.01,,,2,178,0.00010592400000000001,,,
E2-oos,test-3119,test,there has been unauthorized use of my visa,report_fraud,report_fraud,1,0.98,0.98,report_fraud,0.98,international_visa,0.02,,,2,104,0.00010584,,,
E2-oos,test-3120,test,how many teaspoons will make one tablespoon,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,151,0.000105798,,,
E2-oos,test-3121,test,i need the conversion between a cup and a tablespoon,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,103,0.00010592400000000001,,,
E2-oos,test-3122,test,inform me how many pounds are in 10 kilos,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,97,0.00010596600000000001,,,
E2-oos,test-3123,test,i wanna know how many pounds are in 10 kilos,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,155,0.000106008,,,
E2-oos,test-3124,test,how do you convert kilos to pounds,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,124,0.000105798,,,
E2-oos,test-3125,test,how many teaspoons is one tablespoon,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,120,0.000105756,,,
E2-oos,test-3126,test,i need to convert kilos to pounds,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,182,0.000105798,,,
E2-oos,test-3127,test,i need to know the conversion between teaspoons and tablespoons,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,202,0.00010592400000000001,,,
E2-oos,test-3128,test,how many pounds are in 10 kilos,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,90,0.000105882,,,
E2-oos,test-3129,test,can you assist me to convert kilos to pounds,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,106,0.000105882,,,
E2-oos,test-3130,test,let me know how many pounds are in 10 kilos,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,218,0.000106008,,,
E2-oos,test-3131,test,give me the conversion between ounces and cups,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,261,0.00010584,,,
E2-oos,test-3132,test,help me convert kilos to pounds,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,145,0.000105756,,,
E2-oos,test-3133,test,i need to know how many pounds are in 10 kilos,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,97,0.00010605000000000002,,,
E2-oos,test-3134,test,i want to convert kilos to pounds,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,158,0.000105798,,,
E2-oos,test-3135,test,how can i convert centimeters to inches,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,110,0.000105882,,,
E2-oos,test-3136,test,how would i change from centimeters to inches,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,152,0.00010592400000000001,,,
E2-oos,test-3137,test,what can i use to convert from centimeters to inches,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,155,0.000106008,,,
E2-oos,test-3138,test,how can you convert centimeters to inches,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,88,0.000105882,,,
E2-oos,test-3139,test,how could we convert centimeters to inches,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,88,0.000105882,,,
E2-oos,test-3140,test,how does measurement slugs convert to measurement lb,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,201,0.000105882,,,
E2-oos,test-3141,test,how does measurement a convert to measurement b,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,130,0.00010584,,,
E2-oos,test-3142,test,where can i find measurement conversions,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,97,0.000105756,,,
E2-oos,test-3143,test,how many ounces are in 4 pounds,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,184,0.00010584,,,
E2-oos,test-3144,test,how many grams are in 9 kilograms,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,120,0.00010584,,,
E2-oos,test-3145,test,how many centimeters are in 12 meters,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,149,0.00010596600000000001,,,
E2-oos,test-3146,test,how many inches are in 36 feet,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,169,0.000105882,,,
E2-oos,test-3147,test,how many millimeters are in 21 centimeters,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,131,0.00010605000000000002,,,
E2-oos,test-3148,test,how many milliliters are in 2 gallons,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,217,0.00010592400000000001,,,
E2-oos,test-3149,test,how many liters are in 1 gallon,measurement_conversion,measurement_conversion,1,1.0,1.0,measurement_conversion,1.0,,,,,1,272,0.00010584,,,
E2-oos,test-3150,test,i would like it if you would turn the bedroom lights on low until i'm finished reading,smart_home,smart_home,1,1.0,0.99,smart_home,1.0,,,,,1,108,0.00010626,,,
E2-oos,test-3151,test,i need you to turn the bathroom lights on,smart_home,smart_home,1,1.0,1.0,smart_home,1.0,,,,,1,132,0.000105882,,,
E2-oos,test-3152,test,set the ceiling fan to low,smart_home,change_speed,0,0.77,0.77,change_speed,0.77,smart_home,0.23,,,2,158,0.000105756,,,
E2-oos,test-3153,test,start the dishwasher,smart_home,smart_home,1,0.92,0.91,smart_home,0.92,oos,0.08,,,2,192,0.00010563,,,
E2-oos,test-3154,test,turn on the tv on channel 6,smart_home,smart_home,1,0.8,0.78,smart_home,0.8,oos,0.2,,,2,206,0.00010584,,,
E2-oos,test-3155,test,turn on the microwave for 3 minutes,smart_home,timer,0,0.5556,0.54,timer,0.5556,cook_time,0.404,smart_home,0.0303,4,187,0.00010584,,,
E2-oos,test-3156,test,"on the tv, turn on",smart_home,smart_home,1,0.95,0.94,smart_home,0.95,oos,0.05,,,2,187,0.000105756,,,
E2-oos,test-3157,test,set the tv on,smart_home,smart_home,1,0.96,0.95,smart_home,0.96,oos,0.04,,,2,142,0.00010567200000000001,,,
E2-oos,test-3158,test,how is the temperature at ac,smart_home,smart_home,1,0.63,0.62,smart_home,0.63,weather,0.29,oos,0.07,4,168,0.000105756,,,
E2-oos,test-3159,test,the tv turn it on,smart_home,smart_home,1,0.95,0.94,smart_home,0.95,oos,0.05,,,2,179,0.00010571400000000001,,,
E2-oos,test-3160,test,oven set it to 350,smart_home,smart_home,1,0.5758,0.56,smart_home,0.5758,recipe,0.1919,oos,0.1212,4,145,0.00010584,,,
E2-oos,test-3161,test,the temperature at ac is what,smart_home,weather,0,0.92,0.91,weather,0.92,smart_home,0.06,oos,0.02,3,129,0.000105756,,,
E2-oos,test-3162,test,tv turn it on,smart_home,smart_home,1,0.95,0.94,smart_home,0.95,oos,0.05,,,2,123,0.00010567200000000001,,,
E2-oos,test-3163,test,350 set the oven,smart_home,smart_home,1,0.6869,0.67,smart_home,0.6869,oos,0.1414,recipe,0.0909,4,149,0.000105756,,,
E2-oos,test-3164,test,the oven be set at 350,smart_home,smart_home,1,0.48,0.47,smart_home,0.48,recipe,0.33,oos,0.1,5,197,0.000105882,,,
E2-oos,test-3165,test,turn the oven to 350,smart_home,smart_home,1,0.49,0.48,smart_home,0.49,recipe,0.34,oos,0.11,5,218,0.00010584,,,
E2-oos,test-3166,test,"at ac, what's the temperature like",smart_home,weather,0,1.0,1.0,weather,1.0,,,,,1,164,0.00010584,,,
E2-oos,test-3167,test,ac temperature is at what,smart_home,smart_home,1,0.6768,0.65,smart_home,0.6768,oos,0.1515,weather,0.1313,5,257,0.00010571400000000001,,,
E2-oos,test-3168,test,turn on the tv,smart_home,smart_home,1,0.9,0.89,smart_home,0.9,oos,0.1,,,2,105,0.00010567200000000001,,,
E2-oos,test-3169,test,what is it like the temperature at ac,smart_home,smart_home,1,0.52,0.51,smart_home,0.52,weather,0.36,oos,0.09,5,352,0.00010584,,,
E2-oos,test-3170,test,"to 350, set the oven",smart_home,smart_home,1,0.4141,0.4,smart_home,0.4141,recipe,0.2828,oos,0.1717,6,235,0.000105882,,,
E2-oos,test-3171,test,please turn the lights down low,smart_home,smart_home,1,1.0,0.99,smart_home,1.0,,,,,1,120,0.000105756,,,
E2-oos,test-3172,test,can you adjust the lights down,smart_home,smart_home,1,1.0,0.99,smart_home,1.0,,,,,1,252,0.000105756,,,
E2-oos,test-3173,test,i want the light less bright please,smart_home,smart_home,1,0.97,0.96,smart_home,0.97,change_volume,0.02,oos,0.01,3,129,0.000105798,,,
E2-oos,test-3174,test,make the lights darker,smart_home,smart_home,1,1.0,0.99,smart_home,1.0,,,,,1,239,0.00010567200000000001,,,
E2-oos,test-3175,test,please set the oven to 350 f,smart_home,smart_home,1,0.88,0.87,smart_home,0.88,oos,0.08,cook_time,0.03,4,149,0.00010592400000000001,,,
E2-oos,test-3176,test,please set the temperature to 70 f,smart_home,smart_home,1,0.99,0.99,smart_home,0.99,oos,0.01,,,2,137,0.000105882,,,
E2-oos,test-3177,test,set the oven temperature to 350,smart_home,smart_home,1,0.51,0.5,smart_home,0.51,recipe,0.31,oos,0.11,5,226,0.000105882,,,
E2-oos,test-3178,test,i need the temperature set at 70 f,smart_home,smart_home,1,0.99,0.99,smart_home,0.99,oos,0.01,,,2,157,0.00010592400000000001,,,
E2-oos,test-3179,test,turn up the oven temperature to 350,smart_home,smart_home,1,0.6,0.59,smart_home,0.6,recipe,0.21,oos,0.12,4,212,0.00010592400000000001,,,
E2-oos,test-3180,test,i really need you to find me a hotel with good reviews in phoenix,book_hotel,book_hotel,1,0.88,0.87,book_hotel,0.88,travel_suggestion,0.12,,,2,275,0.00010609200000000001,,,
E2-oos,test-3181,test,i wanna book a place to stay in phoenix from the 5th to the 9th of march,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,257,0.00010638600000000001,,,
E2-oos,test-3182,test,i wanna find a hotel with good reviews in phoenix,book_hotel,book_hotel,1,0.85,0.84,book_hotel,0.85,travel_suggestion,0.15,,,2,103,0.00010592400000000001,,,
E2-oos,test-3183,test,i want a hotel in phoenix near chase field from january 4th to the 8th,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,127,0.00010634400000000001,,,
E2-oos,test-3184,test,i would like to book a place to stay in phoenix from the 5th to the 9th of march,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,118,0.00010647000000000002,,,
E2-oos,test-3185,test,i need a hotel in phoenix near chase field from january 4th to the 8th,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,172,0.00010634400000000001,,,
E2-oos,test-3186,test,i need a hotel room that is big enough for eleven people from march 10th to the 15th in phoenix,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,152,0.00010659600000000001,,,
E2-oos,test-3187,test,i must get a hotel in phoenix near chase field from january 4th to the 8th,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,127,0.00010638600000000001,,,
E2-oos,test-3188,test,go ahead and find me a hotel with good reviews in phoenix,book_hotel,book_hotel,1,0.89,0.89,book_hotel,0.89,travel_suggestion,0.11,,,2,167,0.000106008,,,
E2-oos,test-3189,test,find me a hotel with good reviews in phoenix,book_hotel,book_hotel,1,0.75,0.73,book_hotel,0.75,travel_suggestion,0.25,,,2,103,0.000105882,,,
E2-oos,test-3190,test,i need you to find me a hotel with good reviews in phoenix,book_hotel,book_hotel,1,0.77,0.76,book_hotel,0.77,travel_suggestion,0.23,,,2,136,0.00010605000000000002,,,
E2-oos,test-3191,test,get me a hotel in phoenix near chase field from january 4th to the 8th,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,180,0.00010634400000000001,,,
E2-oos,test-3192,test,i need to get a hotel in phoenix near chase field from january 4th to the 8th,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,240,0.000106428,,,
E2-oos,test-3193,test,please book me a place to stay in phoenix from the 5th to the 9th of march,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,150,0.00010638600000000001,,,
E2-oos,test-3194,test,i need to book a place to stay in phoenix from the 5th to the 9th of march,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,156,0.000106428,,,
E2-oos,test-3195,test,i really gotta book a place to stay in phoenix from the 5th to the 9th of march,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,371,0.000106428,,,
E2-oos,test-3196,test,i need to get a hotel room that is big enough for eleven people from march 10th to the 15th in phoenix,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,114,0.00010668,,,
E2-oos,test-3197,test,can you find me a reputable hotel in honolulu,book_hotel,travel_suggestion,0,0.53,0.51,travel_suggestion,0.53,book_hotel,0.47,,,2,146,0.00010596600000000001,,,
E2-oos,test-3198,test,"i want a hotel with good review in honolulu, can you find one",book_hotel,book_hotel,1,0.64,0.62,book_hotel,0.64,travel_suggestion,0.36,,,2,191,0.00010617600000000001,,,
E2-oos,test-3199,test,find for me a hotel with great reviews in ho chi minh,book_hotel,book_hotel,1,0.68,0.66,book_hotel,0.68,travel_suggestion,0.32,,,2,109,0.000106008,,,
E2-oos,test-3200,test,i need your help to find a good reviewed hotel in washington,book_hotel,book_hotel,1,0.6,0.59,book_hotel,0.6,travel_suggestion,0.39,yes,0.01,3,136,0.000106008,,,
E2-oos,test-3201,test,can you find me a good reviewed hotel in japan,book_hotel,travel_suggestion,0,0.57,0.56,travel_suggestion,0.57,book_hotel,0.43,,,2,177,0.00010592400000000001,,,
E2-oos,test-3202,test,i need a hotel between january 1st through 3rd in jacksonville near the stadium,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,143,0.000106428,,,
E2-oos,test-3203,test,find me a place to stay in jacksonville near the stadium from january 1st through 3rd,book_hotel,book_hotel,1,0.98,0.98,book_hotel,0.98,travel_suggestion,0.02,,,2,172,0.000106512,,,
E2-oos,test-3204,test,book me a hotel in jacksonville near the stadium from january 1st to 3rd,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,297,0.000106428,,,
E2-oos,test-3205,test,id like a room in jacksonville near the stadium between january 1st to 3rd,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,148,0.000106428,,,
E2-oos,test-3206,test,find me a room near the jacksonville stadium between january 1st through january 3rd,book_hotel,book_hotel,1,1.0,0.99,book_hotel,1.0,,,,,1,120,0.00010647000000000002,,,
E2-oos,test-3207,test,get me a hotel room big enough for 4 people from may 3 to may 5 in boston,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,196,0.000106428,,,
E2-oos,test-3208,test,i'm travelling to boston on march 2 until march 4 please make a hotel reservation for me,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,248,0.00010638600000000001,,,
E2-oos,test-3209,test,i need a hotel room for 4 people from may 3 to may 5 in boston,book_hotel,book_hotel,1,1.0,1.0,book_hotel,1.0,,,,,1,203,0.00010634400000000001,,,
E2-oos,test-3210,test,pull up the map and show my location,current_location,current_location,1,0.98,0.97,current_location,0.98,share_location,0.02,,,2,211,0.00010584,,,
E2-oos,test-3211,test,where am i currently,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,111,0.00010567200000000001,,,
E2-oos,test-3212,test,where is my current location,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,103,0.00010571400000000001,,,
E2-oos,test-3213,test,what's my map location,current_location,current_location,1,1.0,0.99,current_location,1.0,,,,,1,139,0.00010571400000000001,,,
E2-oos,test-3214,test,find my current location,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,108,0.00010567200000000001,,,
E2-oos,test-3215,test,please tell me the current location,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,196,0.000105756,,,
E2-oos,test-3216,test,i want to see my location on the map,current_location,current_location,1,0.99,0.99,current_location,0.99,share_location,0.01,,,2,316,0.000105882,,,
E2-oos,test-3217,test,what's the location where i am,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,172,0.000105798,,,
E2-oos,test-3218,test,can you tell me my current location,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,142,0.000105798,,,
E2-oos,test-3219,test,where am i located on the map,current_location,current_location,1,1.0,0.99,current_location,1.0,,,,,1,137,0.000105798,,,
E2-oos,test-3220,test,where am i currently located,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,344,0.00010571400000000001,,,
E2-oos,test-3221,test,show my location on the map,current_location,current_location,1,0.84,0.82,current_location,0.84,share_location,0.16,,,2,259,0.000105756,,,
E2-oos,test-3222,test,i am currently located in what town,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,185,0.000105798,,,
E2-oos,test-3223,test,my current location is what,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,201,0.00010571400000000001,,,
E2-oos,test-3224,test,give me my location,current_location,current_location,1,1.0,0.99,current_location,1.0,,,,,1,198,0.00010567200000000001,,,
E2-oos,test-3225,test,tell me where i am,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,308,0.00010571400000000001,,,
E2-oos,test-3226,test,whats my location,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,484,0.00010567200000000001,,,
E2-oos,test-3227,test,show my position on the map,current_location,current_location,1,0.75,0.74,current_location,0.75,share_location,0.25,,,2,108,0.000105756,,,
E2-oos,test-3228,test,where is my location,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,115,0.00010567200000000001,,,
E2-oos,test-3229,test,current location please,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,198,0.00010563,,,
E2-oos,test-3230,test,display my location on the map,current_location,current_location,1,0.77,0.76,current_location,0.77,share_location,0.23,,,2,168,0.000105756,,,
E2-oos,test-3231,test,where am i,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,188,0.00010563,,,
E2-oos,test-3232,test,find out where i am on the map,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,203,0.00010584,,,
E2-oos,test-3233,test,where am i on the map,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,79,0.000105756,,,
E2-oos,test-3234,test,show me where i am on the map please,current_location,current_location,1,0.99,0.99,current_location,0.99,share_location,0.01,,,2,197,0.000105882,,,
E2-oos,test-3235,test,open map and pin point my location,current_location,current_location,1,0.9,0.89,current_location,0.9,share_location,0.09,oos,0.01,3,212,0.000105798,,,
E2-oos,test-3236,test,show me my location,current_location,current_location,1,1.0,1.0,current_location,1.0,,,,,1,149,0.00010567200000000001,,,
E2-oos,test-3237,test,what could help me locate myself,current_location,current_location,1,0.98,0.97,current_location,0.98,directions,0.01,find_phone,0.01,3,229,0.000105756,,,
E2-oos,test-3238,test,i need assistance with my current location,current_location,current_location,1,1.0,0.99,current_location,1.0,,,,,1,143,0.000105798,,,
E2-oos,test-3239,test,where would i search for my location,current_location,current_location,1,1.0,0.99,current_location,1.0,,,,,1,271,0.000105798,,,
E2-oos,test-3240,test,what is the weather,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,141,0.00010567200000000001,,,
E2-oos,test-3241,test,current weather,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,127,0.000105588,,,
E2-oos,test-3242,test,tell me the weather,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,175,0.00010567200000000001,,,
E2-oos,test-3243,test,what's the weather like today,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,288,0.000105756,,,
E2-oos,test-3244,test,what is the weather like,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,247,0.00010571400000000001,,,
E2-oos,test-3245,test,show me what the weather is like,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,228,0.000105798,,,
E2-oos,test-3246,test,let's take a look at the weather,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,463,0.00010584,,,
E2-oos,test-3247,test,how is the weather looking in seattle,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,269,0.000105882,,,
E2-oos,test-3248,test,how's the weather in seattle,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,141,0.00010584,,,
E2-oos,test-3249,test,what is the state of the weather in seattle,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,159,0.00010596600000000001,,,
E2-oos,test-3250,test,what is the weather forecast looking like for seattle,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,260,0.00010596600000000001,,,
E2-oos,test-3251,test,what are the weather conditions like in seattle,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,220,0.00010592400000000001,,,
E2-oos,test-3252,test,what is the weather doing now,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,202,0.000105756,,,
E2-oos,test-3253,test,what kind of weather can i expect now,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,182,0.00010584,,,
E2-oos,test-3254,test,tell me what the weather is looking like,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,276,0.00010584,,,
E2-oos,test-3255,test,how is the weather,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,110,0.00010567200000000001,,,
E2-oos,test-3256,test,can you tell me the weather forecast,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,239,0.000105798,,,
E2-oos,test-3257,test,could you tell me what the weather is in austin,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,144,0.00010596600000000001,,,
E2-oos,test-3258,test,what is the weather doing in austin,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,103,0.00010584,,,
E2-oos,test-3259,test,what about the weather in austin,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,148,0.000105798,,,
E2-oos,test-3260,test,how is the weather in austin,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,250,0.000105798,,,
E2-oos,test-3261,test,what is happening with the weather in austin,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,143,0.000105882,,,
E2-oos,test-3262,test,how is that weather,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,204,0.00010567200000000001,,,
E2-oos,test-3263,test,how does the weather feel,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,332,0.00010571400000000001,,,
E2-oos,test-3264,test,need to know the weather now,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,156,0.000105756,,,
E2-oos,test-3265,test,give weather update now,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,174,0.00010567200000000001,,,
E2-oos,test-3266,test,want to know the weather,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,274,0.00010571400000000001,,,
E2-oos,test-3267,test,tell me the weather for today,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,132,0.000105756,,,
E2-oos,test-3268,test,what is the current weather like,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,227,0.000105756,,,
E2-oos,test-3269,test,las vegas weather today,weather,weather,1,1.0,1.0,weather,1.0,,,,,1,139,0.00010567200000000001,,,
E2-oos,test-3270,test,tell me what my federal taxes amount to,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,127,0.00010584,,,
E2-oos,test-3271,test,what taxes do i owe,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,146,0.00010571400000000001,,,
E2-oos,test-3272,test,lets talk about what my federal taxes look like,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,178,0.000105882,,,
E2-oos,test-3273,test,what taxes will i owe from my income,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,290,0.00010584,,,
E2-oos,test-3274,test,whats the total of my taxes,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,287,0.000105798,,,
E2-oos,test-3275,test,what do my federal taxes look like,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,176,0.000105798,,,
E2-oos,test-3276,test,how much are the taxes on my income,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,141,0.00010584,,,
E2-oos,test-3277,test,please share my federal taxes total with me,taxes,taxes,1,1.0,0.99,taxes,1.0,,,,,1,154,0.00010584,,,
E2-oos,test-3278,test,how much in taxes will i owe,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,139,0.000105798,,,
E2-oos,test-3279,test,what do my state taxes look like,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,162,0.000105798,,,
E2-oos,test-3280,test,whats the total of taxes from my income,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,164,0.000105882,,,
E2-oos,test-3281,test,tell me how much my state taxes amount to,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,130,0.000105882,,,
E2-oos,test-3282,test,whats the total of my federal taxes,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,252,0.00010584,,,
E2-oos,test-3283,test,look up how much my state taxes are,taxes,taxes,1,1.0,1.0,taxes,1.0,,,,,1,130,0.00010584,,,
